index	table_id	annotator_id	premise	hypothesis	label
492	T77	GW1	    The labels of Jeon So-mi are JYP, The Black Label.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   Jeon So-mi was also known as Somi.  The genres of Jeon So-mi is K-pop.    	As far as music labels, Jeon So-mi likes The Black Label more than JYP.	1
493	T77	GW1	    The years active of Jeon So-mi is 2015-present.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   Jeon So-mi was born on (2001-03-09) March 9, 2001 (age 17) , Ontario, Canada.  The genres of Jeon So-mi is K-pop.    	Jeon So-mi has been active in music for over 5 years.	0
494	T77	GW0	    The years active of Jeon So-mi is 2015-present.  The birth name of Jeon So-mi is Ennik Somi Douma.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   Jeon So-mi was born on (2001-03-09) March 9, 2001 (age 17) , Ontario, Canada.    	Jeon So-mi was born in the 21st century.	2
495	T77	GW0	    Jeon So-mi is a musician.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   The genres of Jeon So-mi is K-pop.  The instruments of Jeon So-mi is Vocals.    	Jeon So-mi has recorded music with I.O.I.	1
496	T77	GW0	    The native name of Jeon So-mi is 전소미.  The birth name of Jeon So-mi is Ennik Somi Douma.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   Jeon So-mi was born on (2001-03-09) March 9, 2001 (age 17) , Ontario, Canada.    	Jeon So-mi's stage name and birth name are the same.	0
497	T77	GW2	    The labels of Jeon So-mi are JYP, The Black Label.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   The genres of Jeon So-mi is K-pop.  The occupation(s) of Jeon So-mi is Singer.    	Jeon So-mi sings a style of music that is from Korea.	2
498	T77	GW2	    The years active of Jeon So-mi is 2015-present.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   Jeon So-mi was also known as Somi.  Jeon So-mi was born on (2001-03-09) March 9, 2001 (age 17) , Ontario, Canada.    	Jeon So-mi began showing talent at only 3 years old.	1
499	T77	GW2	    Jeon So-mi was also known as Somi.  The labels of Jeon So-mi are JYP, The Black Label.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   The birth name of Jeon So-mi is Ennik Somi Douma.    	Jeon So-mi is from Aisa.	0
500	T80	GW2	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  Channel Orange was recorded on 2011 - 2012.  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The length of Channel Orange is 62 : 18.    	Channel Orange was recorded in 7 studios.	2
501	T80	GW2	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The genre of Channel Orange are Alternative R&B, neo soul.  The length of Channel Orange is 62 : 18.    	Channel Orange was in the R&B top 10 the first week of its release.	1
502	T80	GW2	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The label of Channel Orange is Def Jam.  The producer of Channel Orange are Frank Ocean, Jonathan Ikpeazu, Malay, Om'Mas Keith, Pharrell Williams, Shea Taylor, Tyler, the Creator.     	Channel Orange was released on the Malay label.	0
503	T80	GW6	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  Channel Orange was recorded on 2011 - 2012.  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The producer of Channel Orange are Frank Ocean, Jonathan Ikpeazu, Malay, Om'Mas Keith, Pharrell Williams, Shea Taylor, Tyler, the Creator.     	Channel Orange was recorded in more than one state.	2
504	T80	GW6	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  Channel Orange was recorded on 2011 - 2012.  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The producer of Channel Orange are Frank Ocean, Jonathan Ikpeazu, Malay, Om'Mas Keith, Pharrell Williams, Shea Taylor, Tyler, the Creator.     	Channel Orange began recording in early 2011.	1
505	T80	GW6	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The genre of Channel Orange are Alternative R&B, neo soul.  The length of Channel Orange is 62 : 18.    	It would take less than an hour to play Channel Orange in its entirety.	0
506	T80	GW18	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The length of Channel Orange is 62 : 18.  The label of Channel Orange is Def Jam.    	Channel Orange is over an hour long.	2
507	T80	GW18	    Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The genre of Channel Orange are Alternative R&B, neo soul.  The producer of Channel Orange are Frank Ocean, Jonathan Ikpeazu, Malay, Om'Mas Keith, Pharrell Williams, Shea Taylor, Tyler, the Creator.     	Frank Ocean is the most popular producer involved with Channel Orange.	1
508	T80	GW18	    Channel Orange is a album.  Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  Channel Orange was recorded on 2011 - 2012.  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.    	The album was recorded entirely in California.	0
509	T81	GW0	    Kate Hudson is a person.  The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   The number of children of Kate Hudson are 3.  The parent(s) of Kate Hudson are Bill Hudson, Goldie Hawn.    	Kate Hudson has more than one child.	2
510	T81	GW0	    The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   The occupation of Kate Hudson is Actress, author, businesswoman.  The years active of Kate Hudson is 1996-present.  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).    	Kate Hudson is best known for her film work.	1
511	T81	GW0	    The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).    	Kate Hudson is currently married to Chris Robinson.	0
512	T81	GW1	    Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The years active of Kate Hudson is 1996-present.  The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).    	Kate Hudson was born in the Spring of 1979.	2
513	T81	GW1	    The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).    	Kate Hudson still lives in Los Angeles, California.	1
514	T81	GW1	    Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The years active of Kate Hudson is 1996-present.  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).  The number of children of Kate Hudson are 3.    	Kate Hudson has been active in acting for more than 25 years.	0
515	T81	GW3	    Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The occupation of Kate Hudson is Actress, author, businesswoman.  The number of children of Kate Hudson are 3.  The parent(s) of Kate Hudson are Bill Hudson, Goldie Hawn.    	Kate Hudson was born to singer Bill Hudson.	2
516	T81	GW3	    The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).    	Oliver Hudson is in the entertainment industry.	1
517	T81	GW3	    The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The occupation of Kate Hudson is Actress, author, businesswoman.  The number of children of Kate Hudson are 3.    	Kate Hudson is a singer like her father	0
518	T1770	GW1	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The origin of Insane Clown Posse is Delray, Detroit, Michigan, U.S..  The genres of Insane Clown Posse are Hip hop, horrorcore.  The labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, Island.    	Insane Clown Posse are from the Midwest region.	2
519	T1770	GW1	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The genres of Insane Clown Posse are Hip hop, horrorcore.  The labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, Island.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse liked making music with Jive more than the Island label.	1
520	T1770	GW1	    Insane Clown Posse is a musician.  Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The years active of Insane Clown Posse is 1989-present.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse have been active as a music group for about 20 years.	0
521	T1770	GW6	    Insane Clown Posse is a musician.  Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The years active of Insane Clown Posse is 1989-present.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse has been an active band for thirty years.	2
522	T1770	GW6	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The origin of Insane Clown Posse is Delray, Detroit, Michigan, U.S..  The labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, Island.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse live in Detroit.	1
523	T1770	GW6	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The origin of Insane Clown Posse is Delray, Detroit, Michigan, U.S..  The labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, Island.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	JJ Boyz is a band unrelated to Insane Clown Posse.	0
524	T1770	GW0	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The origin of Insane Clown Posse is Delray, Detroit, Michigan, U.S..  The years active of Insane Clown Posse is 1989-present.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse has been performing since the 1990's.	2
525	T1770	GW0	    Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The genres of Insane Clown Posse are Hip hop, horrorcore.  The labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, Island.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons.    	Insane Clown Posse owns the Psychopathic record label.	1
